Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 08,0 to 85+,136,58.6,5.5,52.3,65,232
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 09,0 to 85+,47,41.2,11.2,32.2,50.3,114
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 10,0 to 85+,230,32.7,5.4,29.2,36.2,703
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 01,0 to 85+,661,16.7,3.6,15.5,17.8,"3,963"
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 02,0 to 85+,"1,113",47.4,2.2,45.4,49.5,"2,346"
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 03,0 to 85+,97,2.5,10,2,3,"3,933"
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 04,0 to 85+,327,21.5,4.9,19.4,23.5,"1,523"
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 05,0 to 85+,"1,741",82,1,80.4,83.7,"2,122"
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 06,0 to 85+,281,89.8,1.9,86.4,93.1,313
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 07,0 to 85+,214,88.8,2.3,84.8,92.8,241
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 08,0 to 85+,169,68.7,4.3,62.9,74.5,246
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 09,0 to 85+,60,33.1,10.6,26.3,40,181
2012-2014,ACT,Women who had a caesarean section by Robson's classification,Group 10,0 to 85+,318,38.5,4.4,35.2,41.8,826
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 01,0 to 85+,537,15.6,4,14.4,16.8,"3,435"
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 02,0 to 85+,"1,231",43.6,2.1,41.8,45.4,"2,822"
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 03,0 to 85+,91,2.4,10.4,1.9,2.9,"3,824"
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 04,0 to 85+,318,16.6,5.1,14.9,18.2,"1,917"
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 05,0 to 85+,"1,917",81.5,1,80,83.1,"2,351"
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 06,0 to 85+,310,89.9,1.8,86.7,93,345
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 07,0 to 85+,195,84.4,2.8,79.7,89.1,231
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 08,0 to 85+,179,65.3,4.4,59.7,71,274
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 09,0 to 85+,88,32.7,8.7,27.1,38.3,269
2015-2017,ACT,Women who had a caesarean section by Robson's classification,Group 10,0 to 85+,313,37.4,4.5,34.2,40.7,836
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 01,0 to 85+,587,20,3.7,18.6,21.5,"2,932"
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 02,0 to 85+,"1,478",47.9,1.9,46.2,49.7,"3,084"
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 03,0 to 85+,100,3.1,9.8,2.5,3.6,"3,277"
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 04,0 to 85+,309,14.7,5.3,13.2,16.2,"2,105"
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 05,0 to 85+,"1,854",82.1,1,80.5,83.7,"2,258"
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 06,0 to 85+,311,90.9,1.7,87.9,94,342
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 07,0 to 85+,226,88.3,2.3,84.3,92.2,256
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 08,0 to 85+,157,70.4,4.3,64.4,76.4,223
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 09,0 to 85+,89,29,8.9,23.9,34.1,307
2018-2020,ACT,Women who had a caesarean section by Robson's classification,Group 10,0 to 85+,329,45,4.1,41.4,48.6,731
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 01,0 to 85+,539,14.7,4,13.6,15.8,"3,666"
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 02a,0 to 85+,428,32.1,4,29.6,34.6,"1,334"
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 02b,0 to 85+,336,100,0,100,100,336
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 03,0 to 85+,84,2.3,10.8,1.8,2.8,"3,614"
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 04a,0 to 85+,64,6,12.1,4.6,7.4,"1,071"
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 04b,0 to 85+,213,100,0,100,100,213
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 05,0 to 85+,"1,168",77.3,1.4,75.2,79.4,"1,511"
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 06,0 to 85+,276,92,1.7,88.9,95.1,300
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 07,0 to 85+,207,88.8,2.3,84.8,92.9,233
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 08,0 to 85+,160,63.5,4.8,57.6,69.4,252
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 09,0 to 85+,57,75,6.6,65.3,84.7,76
2006-2008,ACT,Women who had a caesarean section by Robson's subclassification,Group 10,0 to 85+,194,29.8,6,26.3,33.3,651
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 01,0 to 85+,639,16.8,3.6,15.6,17.9,"3,813"
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 02a,0 to 85+,601,39.2,3.2,36.7,41.6,"1,535"
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 02b,0 to 85+,334,100,0,100,100,334
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 03,0 to 85+,89,2.9,10.4,2.3,3.5,"3,085"
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 04a,0 to 85+,62,6.9,12.3,5.2,8.5,900
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 04b,0 to 85+,179,100,0,100,100,179
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 05,0 to 85+,"1,233",80.6,1.3,78.6,82.6,"1,530"
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 06,0 to 85+,256,88.9,2.1,85.3,92.5,288
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 07,0 to 85+,169,86.7,2.8,81.9,91.4,195
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 08,0 to 85+,136,58.6,5.5,52.3,65,232
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 09,0 to 85+,47,41.2,11.2,32.2,50.3,114
2009-2011,ACT,Women who had a caesarean section by Robson's subclassification,Group 10,0 to 85+,230,32.7,5.4,29.2,36.2,703
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 01,0 to 85+,661,16.7,3.6,15.5,17.8,"3,963"
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 02a,0 to 85+,697,36.1,3,34,38.3,"1,930"
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 02b,0 to 85+,416,100,0,100,100,416
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 03,0 to 85+,97,2.5,10,2,3,"3,933"
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 04a,0 to 85+,82,6.4,10.7,5.1,7.8,"1,278"
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 04b,0 to 85+,245,100,0,100,100,245
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 05,0 to 85+,"1,741",82,1,80.4,83.7,"2,122"
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 06,0 to 85+,281,89.8,1.9,86.4,93.1,313
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 07,0 to 85+,214,88.8,2.3,84.8,92.8,241
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 08,0 to 85+,169,68.7,4.3,62.9,74.5,246
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 09,0 to 85+,60,33.1,10.6,26.3,40,181
2012-2014,ACT,Women who had a caesarean section by Robson's subclassification,Group 10,0 to 85+,318,38.5,4.4,35.2,41.8,826
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 01,0 to 85+,537,15.6,4,14.4,16.8,"3,435"
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 02a,0 to 85+,804,33.6,2.9,31.7,35.5,"2,395"
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 02b,0 to 85+,427,100,0,100,100,427
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 03,0 to 85+,91,2.4,10.4,1.9,2.9,"3,824"
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 04a,0 to 85+,73,4.4,11.4,3.4,5.4,"1,672"
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 04b,0 to 85+,245,100,0,100,100,245
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 05,0 to 85+,"1,917",81.5,1,80,83.1,"2,351"
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 06,0 to 85+,310,89.9,1.8,86.7,93,345
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 07,0 to 85+,195,84.4,2.8,79.7,89.1,231
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 08,0 to 85+,179,65.3,4.4,59.7,71,274
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 09,0 to 85+,88,32.7,8.7,27.1,38.3,269
2015-2017,ACT,Women who had a caesarean section by Robson's subclassification,Group 10,0 to 85+,313,37.4,4.5,34.2,40.7,836
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 01,0 to 85+,587,20,3.7,18.6,21.5,"2,932"
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 02a,0 to 85+,970,37.7,2.5,35.8,39.5,"2,576"
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 02b,0 to 85+,508,100,0,100,100,508
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 03,0 to 85+,100,3.1,9.8,2.5,3.6,"3,277"
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 04a,0 to 85+,91,4.8,10.2,3.9,5.8,"1,887"
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 04b,0 to 85+,218,100,0,100,100,218
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 05,0 to 85+,"1,854",82.1,1,80.5,83.7,"2,258"
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 06,0 to 85+,311,90.9,1.7,87.9,94,342
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 07,0 to 85+,226,88.3,2.3,84.3,92.2,256
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 08,0 to 85+,157,70.4,4.3,64.4,76.4,223
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 09,0 to 85+,89,29,8.9,23.9,34.1,307
2018-2020,ACT,Women who had a caesarean section by Robson's subclassification,Group 10,0 to 85+,329,45,4.1,41.4,48.6,731
2001,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,29,93.5,4.7,84.9,102.2,31
2001,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,506",98,0.2,97.5,98.4,"3,578"
2002,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,46,100,0,100,100,46
2002,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,744",99.9,0.1,99.8,100,"3,749"
2003,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,39,95.1,3.5,88.5,101.7,41
2003,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"2,969",99.8,0.1,99.6,100,"2,975"
2004,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,39,100,0,100,100,39
2004,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,048",99.5,0.1,99.3,99.8,"3,062"
2005,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,41,97.6,2.4,93,102.2,42
2005,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"2,832",99.8,0.1,99.6,99.9,"2,839"
2006,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,36,97.3,2.7,92.1,102.5,37
2006,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,055",99.8,0.1,99.6,100,"3,061"
2007,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,36,94.7,3.8,87.6,101.8,38
2007,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,144",99.7,0.1,99.5,99.9,"3,153"
2008,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,55,98.2,1.8,94.8,101.7,56
2008,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,285",99.8,0.1,99.7,100,"3,290"
2009,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,36,100,0,100,100,36
2009,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,666",99.5,0.1,99.3,99.7,"3,684"
2010,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,45,81.8,6.4,71.6,92,55
2010,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,296",95.7,0.3,95.2,96.3,"4,487"
2011,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,53,75.7,6.8,65.7,85.8,70
2011,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,940",85.3,0.6,84.3,86.3,"4,619"
2012,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,64,69.6,6.9,60.2,79,92
2012,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,235",84.9,0.6,83.9,85.9,"4,986"
2013,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,63,70,6.9,60.5,79.5,90
2013,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,312",84.9,0.6,84,85.9,"5,076"
2014,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,67,73.6,6.3,64.6,82.7,91
2014,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"3,970",78,0.7,76.9,79.1,"5,090"
2015,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,83,76.9,5.3,68.9,84.8,108
2015,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,147",81,0.7,80,82.1,"5,118"
2016,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,78,82.1,4.8,74.4,89.8,95
2016,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,380",82.7,0.6,81.7,83.8,"5,294"
2017,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,85,85,4.2,78,92,100
2017,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,292",84.1,0.6,83.1,85.1,"5,103"
2018,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Aboriginal and Torres Strait Islander,0 to 85+,103,87.3,3.5,81.3,93.3,118
2018,ACT,Women with 5 or more antenatal visits by Aboriginal and Torres Strait Islander status,Non-Aboriginal or Torres Strait Islander,0 to 85+,"4,190",85.7,0.6,84.7,86.7,"4,890"
